Rank,City,State,Population.2017,Census.2010,Change,Land.Area.2016.sqmi,Land.Area.2016.km2,Population.Density.2016.sqmi,Population.Density.2016.km2,Location.Lon,Location.Lat,Climate.URL,key,city.x,state.x,high.jan,high.feb,high.mar,high.apr,high.may,high.jun,high.jul,high.aug,high.sep,high.oct,high.nov,high.dec,low.jan,low.feb,low.mar,low.apr,low.may,low.jun,low.jul,low.aug,low.sep,low.oct,low.nov,low.dec,avg.precip.jan,avg.precip.feb,avg.precip.mar,avg.precip.apr,avg.precip.may,avg.precip.jun,avg.precip.jul,avg.precip.aug,avg.precip.sep,avg.precip.oct,avg.precip.nov,avg.precip.dec,days.precip.jan,days.precip.feb,days.precip.mar,days.precip.apr,days.precip.may,days.precip.jun,days.precip.jul,days.precip.aug,days.precip.sep,days.precip.oct,days.precip.nov,days.precip.dec,hours.sun.jan,hours.sun.feb,hours.sun.mar,hours.sun.apr,hours.sun.may,hours.sun.jun,hours.sun.jul,hours.sun.aug,hours.sun.sep,hours.sun.oct,hours.sun.nov,hours.sun.dec,snow.jan,snow.feb,snow.mar,snow.apr,snow.may,snow.jun,snow.jul,snow.aug,snow.sep,snow.oct,snow.nov,snow.dec,city.y,state.y,annual.high,annual.low,avg.tmp,avg.annual.precip,annual.days.precip,annual.hours.sunshine,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families
74,Toledo,Ohio,276491,287208,-0.0373,80.7,209,3451,1332,41.6641N,83.5819W,https://www.usclimatedata.com/climate/toledo/ohio/united-states/usoh0953,"Toledo, Ohio",Toledo,Ohio,33,38,48,61,74,83,87,84,77,64,51,38,22,24,33,42,53,63,68,66,59,48,38,27,2.01,2.01,2.64,3.31,2.99,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,2.95,2.6,2.44,2.99,2.64,NA,NA,NA,NA,NA,NA,Toledo,Ohio,61.5,45.3,53.4,33.55,NA,NA,NA,OH,46,45,0,35.3,0.9,0.43,0.47
75,Jersey City,New Jersey,270753,247597,0.0935,14.8,38.3,17848,6891,40.7114N,74.0648W,https://www.usclimatedata.com/climate/jersey-city/new-jersey/united-states/usnj0234,"Jersey City, New Jersey",Jersey City,New Jersey,36,40,48,58,68,77,83,81,74,63,52,42,23,24,32,42,53,62,68,66,58,47,38,28,3.7,2.95,4.09,4.06,4.49,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,4.06,4.06,3.5,4.02,3.86,NA,NA,NA,NA,NA,NA,Jersey City,New Jersey,60.2,45.1,52.65,46.42,NA,NA,NA,NJ,87,54,71,33.7,1,0.47,0.47
76,Chula Vista,California,270471,243916,0.1089,49.6,128.5,5387,2080,32.6277N,117.0152W,https://www.usclimatedata.com/climate/chula-vista/california/united-states/usca0219,"Chula Vista, California",Chula Vista,California,69,68,68,69,70,72,76,78,78,76,72,67,46,47,50,53,58,61,65,66,63,58,50,45,1.93,2.28,1.69,0.71,0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.16,0.51,0.91,1.42,NA,NA,NA,NA,NA,NA,Chula Vista,California,71.9,55.2,63.55,9.81,NA,NA,NA,CA,42,36,35,34.1,1,0.56,0.52
77,Durham,North Carolina,267743,228330,0.1726,109.8,284.4,2395,925,35.9811N,78.9029W,https://www.usclimatedata.com/climate/durham/north-carolina/united-states/usnc0192,"Durham, North Carolina",Durham,North Carolina,49,53,62,71,79,85,89,87,81,71,62,53,28,29,37,46,56,65,70,68,60,47,37,30,4.45,3.7,4.69,3.43,4.61,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,4.37,4.37,3.7,3.39,3.43,NA,NA,NA,NA,NA,NA,Durham,North Carolina,70.2,47.8,59,48.1,NA,NA,NA,NC,29,36,29,33.3,0.9,0.46,0.48
78,Fort Wayne,Indiana,265904,253691,0.0481,110.6,286.5,2391,923,41.0882N,85.1439W,https://www.usclimatedata.com/climate/fort-wayne/indiana/united-states/usin0211,"Fort Wayne, Indiana",Fort Wayne,Indiana,32,36,48,61,72,81,84,82,76,63,50,36,17,20,29,39,49,59,63,61,53,42,33,22,2.24,2.05,2.72,3.5,4.25,4.17,4.25,3.62,2.8,2.83,3.07,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,4,1,0,0,0,0,0,0,2,9,Fort Wayne,Indiana,60.1,40.6,50.35,38.26,NA,NA,NA,IN,29,40,22,34.9,0.9,0.52,0.47
79,St. Petersburg,Florida,263255,244769,0.0755,61.8,160.1,4223,1631,27.7620N,82.6441W,https://www.usclimatedata.com/climate/tampa/florida/united-states/usfl0481,"Tampa, Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,43,57,34,42.4,0.9,0.47,0.36
80,Laredo,Texas,260654,236091,0.104,101.1,261.8,2544,982,27.5604N,99.4892W,https://www.usclimatedata.com/climate/laredo/texas/united-states/ustx0737,"Laredo, Texas",Laredo,Texas,67,72,80,88,94,98,99,100,93,86,76,68,46,50,57,64,71,76,77,77,73,65,55,47,0.91,0.94,1.1,1.42,2.48,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.89,2.91,2.2,1.18,0.87,NA,NA,NA,NA,NA,NA,Laredo,Texas,85.1,63.2,74.15,20.15,NA,NA,NA,TX,41,40,0,28.5,1,0.54,0.55
81,Buffalo,New York,258612,261310,-0.0103,40.4,104.6,6359,2455,42.8925N,78.8597W,https://www.usclimatedata.com/climate/buffalo/new-york/united-states/usny0181,"Buffalo, New York",Buffalo,New York,31,33,42,55,67,75,80,78,71,59,48,36,19,19,26,37,47,57,62,61,53,43,34,24,3.19,2.48,2.87,2.99,3.46,3.66,3.23,3.27,3.9,3.5,4.02,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17,13,3,0,0,0,0,0,1,8,27,Buffalo,New York,56.3,40.2,48.25,40.47,NA,NA,NA,NY,68,59,49,32.9,0.9,0.36,0.49
82,Madison,Wisconsin,255214,233209,0.0944,77,199.4,3280,1270,43.0878N,89.4299W,https://www.usclimatedata.com/climate/madison/wisconsin/united-states/uswi0411,"Madison, Wisconsin",Madison,Wisconsin,26,31,43,57,68,78,82,79,72,59,44,30,11,15,25,36,46,56,61,59,50,39,28,16,1.22,1.46,2.2,3.39,3.54,4.53,4.17,4.25,3.15,2.4,2.4,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,7,3,0,0,0,0,0,1,4,14,Madison,Wisconsin,55.8,36.8,46.3,34.44,NA,NA,NA,WI,49,63,38,30.8,1,0.42,0.45
83,Lubbock,Texas,253888,229573,0.1059,124.6,322.7,2027,783,33.5656N,101.8867W,https://www.usclimatedata.com/climate/lubbock/texas/united-states/ustx2745,"Lubbock, Texas",Lubbock,Texas,54,59,67,75,84,91,93,91,85,75,64,54,26,30,37,46,56,64,68,67,59,48,36,27,0.67,0.75,1.1,1.42,2.28,3.03,1.93,1.93,2.52,1.93,0.87,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0,0,0,0,0,1,2,Lubbock,Texas,74.3,47,60.65,19.18,NA,NA,NA,TX,38,43,22,29.3,1,0.48,0.46
84,Chandler,Arizona,253458,236123,0.0734,64.9,168.1,3813,1472,33.2829N,111.8549W,https://www.usclimatedata.com/climate/phoenix/arizona/united-states/usaz0166,"Phoenix, Arizona",Phoenix,Arizona,67,71,77,85,95,104,106,104,100,89,76,66,46,49,53,60,69,78,83,83,77,65,53,45,0.91,0.91,0.98,0.28,0.12,0.04,4,5,3,3,2,4,4,4,3,2,1,1,377,351,334,307,267,236,248,244,314,346,404,404,NA,NA,NA,NA,NA,NA,1.06,0.98,0.63,0.59,0.67,0.87,NA,NA,NA,NA,NA,NA,Phoenix,Arizona,86.7,63.4,75.05,8.04,NA,3832,NA,AZ,35,53,24,35,1,0.56,0.51
85,Scottsdale,Arizona,249950,217385,0.1498,183.9,476.3,1341,518,33.6843N,111.8611W,https://www.usclimatedata.com/climate/scottsdale/arizona/united-states/usaz0440,"Scottsdale, Arizona",Scottsdale,Arizona,66,69,75,83,92,101,104,102,98,87,74,65,43,46,50,57,66,75,81,80,74,62,49,42,1.26,1.22,1.22,0.43,0.2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1.18,0.91,0.79,0.87,1.14,NA,NA,NA,NA,NA,NA,Scottsdale,Arizona,84.7,60.4,72.55,10.32,NA,NA,NA,AZ,32,52,26,46.3,1,0.57,0.33
86,Reno,Nevada,248853,225221,0.1049,107.3,277.9,2286,883,39.5491N,119.8499W,https://www.usclimatedata.com/climate/reno/nevada/united-states/usnv0076,"Reno, Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,38,47,28,35.3,1,0.47,0.48
87,Glendale,Arizona,246709,226721,0.0882,59.1,153.1,4161,1607,33.5331N,112.1899W,https://www.usclimatedata.com/climate/phoenix/arizona/united-states/usaz0166,"Phoenix, Arizona",Phoenix,Arizona,67,71,77,85,95,104,106,104,100,89,76,66,46,49,53,60,69,78,83,83,77,65,53,45,0.91,0.91,0.98,0.28,0.12,0.04,4,5,3,3,2,4,4,4,3,2,1,1,377,351,334,307,267,236,248,244,314,346,404,404,NA,NA,NA,NA,NA,NA,1.06,0.98,0.63,0.59,0.67,0.87,NA,NA,NA,NA,NA,NA,Phoenix,Arizona,86.7,63.4,75.05,8.04,NA,3832,NA,AZ,40,53,34,33.9,1,0.48,0.47
88,Norfolk,Virginia,244703,242803,0.0078,53.3,138,4599,1776,36.9230N,76.2446W,https://www.usclimatedata.com/climate/norfolk/virginia/united-states/usva0557,"Norfolk, Virginia",Norfolk,Virginia,48,51,58,68,75,83,87,85,79,70,61,52,33,34,40,49,58,67,72,71,65,54,45,36,3.39,3.11,3.66,3.43,3.43,4.25,5.16,5.51,4.76,3.43,3.15,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,0,1,Norfolk,Virginia,68.1,52,60.05,46.55,NA,NA,NA,VA,45,45,36,30.2,1.1,0.41,0.47
89,Winston–Salem,North Carolina,244605,229617,0.0653,132.5,343.2,1828,706,36.1027N,80.2610W,https://www.usclimatedata.com/climate/winston-salem/north-carolina/united-states/usnc1469,"Winston Salem, North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,0,0,0,0,0,0,0
90,North Las Vegas,Nevada,242975,216961,0.1199,98,253.8,2436,941,36.2857N,115.0939W,https://www.usclimatedata.com/climate/north-las-vegas/nevada/united-states/usnv0142,"North Las Vegas, Nevada",North Las Vegas,Nevada,60,64,72,79,90,100,105,103,96,83,69,58,37,40,47,53,64,71,78,76,68,56,44,36,0.55,0.79,0.55,0.12,0.12,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.31,0.24,0.63,0.35,0.59,NA,NA,NA,NA,NA,NA,North Las Vegas,Nevada,81.6,55.8,68.7,4.76,NA,NA,NA,NV,33,42,31,31.5,1,0.5,0.52
91,Gilbert,Arizona,242354,208453,0.1626,68,176.1,3487,1346,33.3103N,111.7431W,https://www.usclimatedata.com/climate/phoenix/arizona/united-states/usaz0166,"Phoenix, Arizona",Phoenix,Arizona,67,71,77,85,95,104,106,104,100,89,76,66,46,49,53,60,69,78,83,83,77,65,53,45,0.91,0.91,0.98,0.28,0.12,0.04,4,5,3,3,2,4,4,4,3,2,1,1,377,351,334,307,267,236,248,244,314,346,404,404,NA,NA,NA,NA,NA,NA,1.06,0.98,0.63,0.59,0.67,0.87,NA,NA,NA,NA,NA,NA,Phoenix,Arizona,86.7,63.4,75.05,8.04,NA,3832,NA,AZ,29,51,15,33.3,1,0.6,0.55
92,Chesapeake,Virginia,240397,222209,0.0819,338.5,876.7,703,271,36.6794N,76.3018W,https://www.usclimatedata.com/climate/newport-news/virginia/united-states/usva1480,"Newport News, Virginia",Newport News,Virginia,49,53,61,71,78,86,90,87,82,73,63,53,32,33,40,48,57,66,70,69,63,52,43,35,3.35,2.99,3.43,3.35,3.74,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,5.35,4.8,3.46,3.07,3.39,NA,NA,NA,NA,NA,NA,Newport News,Virginia,70.5,50.7,60.6,45.47,NA,NA,NA,VA,22,35,13,36.7,1,0.59,0.44
93,Irving,Texas,240373,216290,0.1113,67,173.5,3557,1373,32.8577N,96.9700W,https://www.usclimatedata.com/climate/irving/texas/united-states/ustx2737,"Irving, Texas",Irving,Texas,56,60,68,76,84,91,96,96,88,78,67,57,35,39,47,55,64,71,75,75,67,57,46,37,2.13,2.68,3.5,3.07,4.88,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,1.93,2.56,4.21,2.72,2.56,NA,NA,NA,NA,NA,NA,Irving,Texas,76.4,55.7,66.05,36.19,NA,NA,NA,TX,43,39,31,32,1,0.53,0.54
94,Hialeah,Florida,239673,224669,0.0668,21.5,55.7,10995,4245,25.8699N,80.3029W,https://www.usclimatedata.com/climate/hialeah/florida/united-states/usfl0196,"Hialeah, Florida",Hialeah,Florida,75,76,78,82,85,87,89,89,88,84,80,76,59,62,65,68,72,76,77,77,76,73,67,62,1.93,2.48,3.74,3.54,6.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,9.53,10.83,6.93,3.62,2.52,NA,NA,NA,NA,NA,NA,Hialeah,Florida,82.4,69.5,75.95,70.44,NA,NA,NA,FL,69,51,39,43.5,0.9,0.5,0.38
95,Garland,Texas,238002,226876,0.049,57,147.6,4122,1592,32.9098N,96.6303W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,39,38,29,34.1,1,0.56,0.49
96,Fremont,California,234962,214089,0.0975,77.5,200.7,3008,1161,37.4945N,121.9412W,https://www.usclimatedata.com/climate/fremont/california/united-states/usca2044,"Fremont, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,44,49,37,37.5,1,0.66,0.53
97,Richmond,Virginia,227032,204214,0.1117,59.8,154.9,3732,1441,37.5314N,77.4760W,https://www.usclimatedata.com/climate/richmond/virginia/united-states/usva0652,"Richmond, Virginia",Richmond,Virginia,47,51,60,70,78,86,90,88,81,71,61,51,28,31,37,46,55,65,69,67,60,48,39,31,3.03,2.76,4.06,3.27,3.78,3.94,4.53,4.65,4.13,2.99,3.23,3.27,10,9,11,10,11,9,12,10,8,8,9,9,144,166,211,248,280,296,286,263,230,211,176,152,4,3,1,0,0,0,0,0,0,0,0,2,Richmond,Virginia,69.5,48,58.75,43.64,NA,2663,NA,VA,51,51,0,33.2,0.9,0.34,0.44
98,Boise,Idaho,226570,205671,0.1016,82.1,212.6,2718,1049,43.6002N,116.2317W,https://www.usclimatedata.com/climate/boise/idaho/united-states/usid0025,"Boise, Idaho",Boise,Idaho,38,45,55,62,72,81,91,90,79,65,48,38,25,28,34,39,47,54,60,60,51,41,32,24,1.22,0.98,1.38,1.22,1.38,0.71,0.31,0.24,0.59,0.75,1.34,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,0,0,0,0,0,0,0,3,7,Boise,Idaho,63.7,41.3,52.5,11.66,NA,NA,NA,ID,0,0,0,35.8,1,0.52,0.45
99,Baton Rouge,Louisiana,225374,229493,-0.0179,85.9,222.5,2651,1024,30.4422N,91.1309W,https://www.usclimatedata.com/climate/baton-rouge/louisiana/united-states/usla0033,"Baton Rouge, Louisiana",Baton Rouge,Louisiana,62,66,73,79,86,91,92,92,89,81,72,64,41,44,50,57,65,71,74,73,69,58,49,43,5.71,5.04,4.41,4.45,4.88,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,5.83,4.53,4.69,4.09,5.59,NA,NA,NA,NA,NA,NA,Baton Rouge,Louisiana,78.9,57.8,68.35,60.6,NA,NA,NA,LA,41,43,0,31.3,0.9,0.39,0.41
100,Des Moines,Iowa,217521,203433,0.0693,88.9,230.2,2424,936,41.5726N,93.6102W,https://www.usclimatedata.com/climate/des-moines/iowa/united-states/usia0231,"Des Moines, Iowa",Des Moines,Iowa,31,36,49,62,72,82,86,84,76,63,48,34,14,19,30,41,52,62,67,65,55,43,31,18,1.02,1.26,2.28,3.86,4.72,4.92,4.49,4.13,3.03,2.64,2.2,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,2,0,0,0,0,0,0,3,9,Des Moines,Iowa,60.3,41.4,50.85,36.01,NA,NA,NA,IA,45,38,29,33.7,1,0.49,0.51
101,Spokane,Washington,217108,208916,0.0392,68.7,177.9,3144,1214,47.6669N,117.4333W,https://www.usclimatedata.com/climate/spokane/washington/united-states/uswa0422,"Spokane, Washington",Spokane,Washington,34,40,49,57,66,74,83,83,73,58,42,32,25,26,32,37,44,50,56,56,47,37,30,22,1.77,1.34,1.61,1.3,1.61,1.26,0.63,0.59,0.67,1.18,2.28,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,4,1,0,0,0,0,0,0,7,15,Spokane,Washington,57.6,38.5,48.05,16.52,NA,NA,NA,WA,48,48,36,35.8,1,0.49,0.46
102,San Bernardino,California,216995,209924,0.0337,61.5,159.3,3516,1358,34.1416N,117.2936W,https://www.usclimatedata.com/climate/san-bernardino/california/united-states/usca0978,"San Bernardino, California",San Bernardino,California,67,69,71,77,81,89,96,96,91,83,73,68,42,44,45,49,54,58,63,64,61,54,45,41,3.5,3.7,3.27,0.94,0.39,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.24,0.39,0.71,1.18,1.93,NA,NA,NA,NA,NA,NA,San Bernardino,California,80.1,51.7,65.9,16.37,NA,NA,NA,CA,42,40,37,28.9,1,0.42,0.53
103,Modesto,California,214221,201165,0.0649,43,111.4,4934,1905,37.6375N,121.0030W,https://www.usclimatedata.com/climate/modesto/california/united-states/usca0714,"Modesto, California",Modesto,California,55,63,69,75,83,90,94,94,89,79,65,56,40,43,46,49,55,60,62,62,59,53,45,40,2.6,2.36,2.05,0.98,0.63,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.28,0.67,1.38,2.05,NA,NA,NA,NA,NA,NA,Modesto,California,76,51.2,63.6,13.2,NA,NA,NA,CA,45,46,30,35.3,1,0.53,0.47
104,Tacoma,Washington,213418,198397,0.0757,49.7,128.7,4251,1641,47.2522N,122.4598W,https://www.usclimatedata.com/climate/tacoma/washington/united-states/uswa0441,"Tacoma, Washington",Tacoma,Washington,48,51,56,60,66,71,77,77,71,61,53,47,37,37,40,43,48,53,56,56,52,46,40,36,5.94,3.86,4.06,2.99,2.13,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.83,1.3,3.7,6.69,5.51,NA,NA,NA,NA,NA,NA,Tacoma,Washington,61.5,45.3,53.4,39.25,NA,NA,NA,WA,53,47,0,36,1,0.47,0.44
105,Fontana,California,211815,196069,0.0803,43,111.4,4876,1883,34.1090N,117.4629W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,36,39,29,30.2,1,0.51,0.55
106,Santa Clarita,California,210888,176320,0.1961,52.8,136.8,3446,1331,34.4030N,118.5042W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,34,30,0,37.7,1,0.56,0.46
107,Birmingham,Alabama,210710,212237,-0.0072,146.1,378.4,1452,561,33.5274N,86.7990W,https://www.usclimatedata.com/climate/birmingham/alabama/united-states/usal0054,"Birmingham, Alabama",Birmingham,Alabama,54,58,67,74,82,88,91,91,85,75,65,56,34,37,44,51,60,68,71,71,64,53,44,36,4.84,4.53,5.24,4.37,5,4.37,4.8,3.94,3.9,3.43,4.84,4.45,12,11,11,9,9,10,12,10,7,6,9,11,138,152,207,248,293,294,269,265,244,234,182,136,1,0,1,0,0,0,0,0,0,0,0,0,Birmingham,Alabama,73.8,52.8,63.3,53.71,NA,2662,NA,AL,35,24,25,35.7,0.9,0.38,0.4
108,Oxnard,California,210037,197899,0.0613,26.9,69.7,7729,2984,34.2023N,119.2046W,https://www.usclimatedata.com/climate/oxnard/california/united-states/usca0819,"Oxnard, California",Oxnard,California,66,66,65,67,68,70,73,74,74,73,70,66,46,47,48,50,53,56,59,60,59,55,49,45,3.43,3.9,3.03,0.71,0.2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.35,0.35,1.38,2.13,NA,NA,NA,NA,NA,NA,Oxnard,California,69.3,52.3,60.8,15.64,NA,NA,NA,CA,53,51,33,31.4,1,0.5,0.51
109,Fayetteville,North Carolina,209889,200564,0.0465,147.7,382.5,1386,535,35.0828N,78.9735W,https://www.usclimatedata.com/climate/fayetteville/north-carolina/united-states/usnc1259,"Fayetteville, North Carolina",Fayetteville,North Carolina,53,56,64,74,80,87,90,88,83,74,65,56,31,33,39,47,57,66,70,69,62,50,40,33,3.62,3.15,3.82,3.07,3.31,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,5.55,4.13,3.03,2.95,2.95,NA,NA,NA,NA,NA,NA,Fayetteville,North Carolina,72.5,49.8,61.15,45.34,NA,NA,NA,NC,21,29,0,30.7,1,0.5,0.46
110,Rochester,New York,208046,210565,-0.012,35.8,92.7,5835,2253,43.1699N,77.6169W,https://www.usclimatedata.com/climate/rochester/new-york/united-states/usny1232,"Rochester, New York",Rochester,New York,32,34,43,56,68,77,81,79,72,60,48,37,18,19,26,37,46,56,61,60,52,42,33,24,2.4,1.97,2.52,2.72,2.87,3.35,3.35,3.46,3.39,2.72,2.95,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,22,16,4,0,0,0,0,0,0,7,22,Rochester,New York,57.3,39.5,48.4,34.34,NA,NA,NA,NY,65,53,43,31.3,1,0.31,0.5
