city,state,pop2017,pop.change,area.sq.mi,pop.density,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,concerts,jan.avg,feb.avg,mar.avg,apr.avg,may.avg,jun.avg,jul.avg,aug.avg,sep.avg,oct.avg,nov.avg,dec.avg,jan.precip,feb.precip,mar.precip,apr.precip,may.precip,jun.precip,jul.precip,aug.precip,sep.precip,oct.precip,nov.precip,dec.precip,air.quality,weather.avg,precip.avg,results,weather.averages,precip.averages,rank.by.score
Independence,Missouri,117306,0.0041,77.8,1504,26,25,20,40.1,0.9,0.54,0.4,85,6277,0,22,24,38,47,56,66,70,68,60,48,38,26,0.7,1.3,2.5,4.5,5.7,5.1,4.6,4.7,3.4,3.5,2,1.5,58,0.3224025432576538,-0.11586273905675168,1.329073640946373,46.916666666666664,3.2916666666666665,185
Columbia,South Carolina,133114,0.0297,133.5,1006,38,34,0,28.2,1.1,0.35,0.45,101,6020,0,36,38,45,54,62,70,73,73,67,55,43,41,3,3.4,3.2,2.8,3.4,4.6,4.7,5.5,4.2,4,2.8,4.3,42,-0.4826636710097876,0.15301583187079962,1.3293651287158108,54.75,3.825,186
Fayetteville,North Carolina,209889,0.0465,147.7,1386,21,29,0,30.7,1,0.5,0.46,94,4981,0,34,35,43,52,60,68,72,71,65,53,42,38,2.6,3.1,2.9,3.7,3.7,4.9,4.4,5.2,5.2,3.7,3.2,3.6,37,-0.2650173720412662,0.14745076326030934,1.3725270216855503,52.75,3.85,187
Salem,Oregon,169798,0.098,48.6,3445,42,61,31,34.6,1,0.51,0.49,106,4621,0,34,35,37,39,45,50,54,54,50,43,38,33,5.6,4.1,5.4,2.9,2.3,1.3,0.3,0.4,1.8,4.1,6.7,7.4,31,1.0086807803019384,0.22862270973606896,1.377152857139197,42.666666666666664,3.525,188
Alexandria,Virginia,160035,0.1434,15,10387,60,58,54,36.2,0.9,0.48,0.44,151,1734,0,28,29,37,47,56,67,72,70,63,52,40,33,2.7,2.3,3.2,3.4,4.6,5.3,4.2,3.2,3.5,5,2.5,3.8,49,0.05907289835486092,0.060448011988052705,1.4116473100677627,49.5,3.6416666666666666,189
Stockton,California,310496,0.0644,61.7,4977,42,51,28,31.8,1,0.5,0.53,108,5042,0,36,39,43,46,51,56,59,59,56,49,41,36,2.6,2,2,1.5,0.3,0.2,0.1,0.1,0.2,0.7,1.2,2.5,57,0.4370388966518847,-0.8123572171387144,1.478944626194637,47.583333333333336,1.1166666666666667,190
Thornton,Colorado,136978,0.1533,35.7,3829,32,50,24,33,1,0.57,0.54,105,3045,16,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,1.3145319783440919,0.04572756428663851,1.4843720460658538,38.583333333333336,3.7333333333333334,191
Colorado Springs,Colorado,464474,0.1154,195.6,2378,36,42,19,34.5,1,0.56,0.47,100,3741,0,23,25,31,34,42,57,60,57,54,42,31,22,1.5,1.5,2.8,5.2,7.4,4.1,5.3,5.2,3.3,4.1,2,1.2,44,1.195601500802817,0.021337338496987067,1.5191006488585066,39.833333333333336,3.6333333333333333,192
Salinas,California,157596,0.0476,23.6,6662,53,50,31,30.1,1,0.48,0.56,121,3674,0,40,43,44,45,50,53,55,55,53,49,45,41,2.9,2.9,2.5,1.8,0.5,0.1,0,0.1,0.2,0.7,0.9,2.4,36,0.48703021935126845,-0.7335343087068401,1.5402101742788017,47.75,1.25,193
Vancouver,Washington,175673,0.0858,46.9,3728,41,59,35,36.5,1,0.52,0.46,111,3460,0,34,36,39,42,48,53,57,57,52,46,40,34,5.4,3.7,4.9,2.9,2.6,1.7,0.5,0.4,1.5,3.7,6.2,6.2,38,0.7467411010944344,0.1188105154532259,1.5562230408290676,44.833333333333336,3.3083333333333336,194
Aurora,Illinois,200965,0.0155,44.9,4479,40,53,22,32,1,0.54,0.57,98,1580,0,18,16,29,38,49,60,60,62,54,45,30,16,4.1,3.2,3.7,5.9,4,4.6,9.3,8.2,2.4,5,3.4,2.7,60,1.1267089595841708,0.4757169089178056,1.6005933130924683,39.75,4.708333333333333,195
West Jordan,Utah,113905,0.0983,32.3,3520,27,37,29,30.5,1,0.59,0.55,105,3323,13,20,27,33,38,46,57,67,64,54,42,32,22,1.3,1.1,1.8,2.4,2,0.9,0.5,0.7,1.3,1.2,1.2,1.6,47,0.9273639578477363,-0.7815630375639562,1.6097376321085766,41.833333333333336,1.3333333333333333,196
Arlington,Texas,396394,0.0847,95.8,4100,37,37,0,32.8,1,0.51,0.49,96,3715,0,39,43,51,58,65,74,76,77,70,59,50,41,11,3.5,1.7,2.9,7.5,16.6,10.9,0.9,10.9,23.8,4.1,11,54,-0.91114485662852,1.7367389278242433,1.6224019467640334,58.583333333333336,8.733333333333334,197
Reno,Nevada,248853,0.1049,107.3,2286,38,47,28,35.3,1,0.47,0.48,110,3759,2,24,28,32,37,45,53,61,58,50,40,30,23,1.4,1.1,0.6,0.5,0.6,0.3,0.3,0.2,0.1,0.8,0.6,1.1,50,1.1824089978212617,-1.0620196942467186,1.6342900230515331,40.083333333333336,0.6333333333333333,198
Modesto,California,214221,0.0649,43,4934,45,46,30,35.3,1,0.53,0.47,109,4932,0,38,42,46,49,54,60,64,63,59,52,44,38,2.4,1.9,1.7,1.3,0.4,0.2,0,0,0.1,0.7,1.1,2.3,55,0.065867097766049,-0.8620397188847797,1.6602746115825255,50.75,1.0083333333333333,199
Arvada,Colorado,118807,0.1163,38.6,3043,39,49,29,40.7,1,0.59,0.41,109,2928,16,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,1.3145319783440919,0.04572756428663851,1.6615066895397503,38.583333333333336,3.7333333333333334,200
Seattle,Washington,724745,0.1907,83.8,8405,73,70,60,35.8,1,0.45,0.41,159,5891,13,36,37,40,43,49,54,58,58,54,47,40,36,5.1,3.8,4.9,3.1,2.2,1.5,0.4,0.6,1.6,3.9,6.6,6.1,49,0.6182253068557345,0.12556950826046057,1.670126179392333,46,3.3166666666666664,201
Clinton,Michigan,100712,0.0405,28.1,3573,44,46,0,35.3,1.1,0.63,0.57,88,311,6,18,17,28,38,49,58,61,60,53,42,32,24,1.6,1.5,1.8,2.9,3,3.5,3.5,2.9,2.5,2,2.3,2,38,1.125558315220824,-0.3935177240790812,1.7657573027926576,40,2.4583333333333335,202
Columbus,Georgia,194058,0.022,216.4,913,26,27,0,33.6,1,0.48,0.48,93,5091,0,38,39,47,54,62,70,73,73,67,56,45,41,4.8,5.5,4.9,5.1,3.5,4.3,4.3,5.4,2.9,2.8,3.9,6.6,39,-0.5455238418394345,0.552611378634985,1.878817027415769,55.416666666666664,4.5,203
Richardson,Texas,116783,0.177,28.6,3963,43,47,32,37.3,1,0.61,0.44,106,2148,0,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,-0.9631113800365638,1.2184083627237203,1.8825888472631052,58.916666666666664,6.375,204
Little Rock,Arkansas,198606,0.0263,118.7,1673,32,28,19,35.9,0.9,0.48,0.43,95,8566,0,33,36,45,53,61,71,73,73,66,53,43,36,3.6,3.7,5.6,6.5,7,3.1,4.4,3.6,3.5,4.3,5.1,6.4,47,-0.3741867867783898,0.6183686163219743,1.8878624238108412,53.583333333333336,4.733333333333333,205
Yonkers,New York,202019,0.0308,18,11156,71,36,53,38.5,0.9,0.5,0.45,151,1406,8,27,27,34,45,54,64,71,70,64,53,42,34,3.5,2.9,3.8,4.4,4.2,4.9,4.3,5,3.3,5.1,3.2,4.9,53,0.14399192004784228,0.2834751168709197,1.9274560886134475,48.75,4.125,206
Rochester,Minnesota,115733,0.084,54.6,2088,30,56,0,35.4,1,0.57,0.49,93,2054,0,11,13,27,38,49,60,63,61,55,42,28,18,1.4,2.9,3.1,4.5,8.1,7.4,6.6,6.2,5.2,5.3,2.3,2.2,37,1.2053001146890967,0.36692885239472794,1.967940963373728,38.75,4.6,207
Sterling Heights,Michigan,132631,0.0226,36.5,3628,32,37,0,41.1,1,0.6,0.38,95,1316,6,19,16,26,37,47,60,63,64,56,47,33,23,4.3,3.4,4.2,4.3,5.6,4.6,4.5,8,5,3,4.4,4.3,52,0.9967679501389938,0.4846636298032624,2.0448985344114474,40.916666666666664,4.633333333333333,208
Billings,Montana,109642,0.0525,43.7,2525,35,43,0,36.9,0.9,0.55,0.45,98,5951,0,17,19,27,34,42,51,59,56,48,38,27,16,0.5,0.5,1.1,1.7,3,1.7,0.9,1,1.6,1.7,0.8,0.9,24,1.576636671029485,-0.8549868013836438,2.0606538547546918,36.166666666666664,1.2833333333333334,209
Pomona,California,152939,0.026,23,6630,52,45,35,31,1,0.45,0.49,125,3487,2,40,41,44,47,52,57,62,61,59,52,44,39,1.6,1.4,0.8,0.4,0.3,0,0.1,0,0.1,0.3,0.4,2,85,0.18888583996471503,-1.043841556017493,2.0616787145514888,49.833333333333336,0.6166666666666667,210
Berkeley,California,122324,0.0866,10.5,11547,81,85,59,31.4,0.9,0.36,0.4,190,5450,6,41,45,47,49,52,54,56,57,55,52,47,42,2.8,3.1,2.9,1.8,0.4,0.3,0,0,0.1,1,1.9,4.1,43,0.26343844985744297,-0.5975426612477566,2.098014639192894,49.75,1.5333333333333332,211
Henderson,Nevada,302539,0.1739,104.7,2798,30,37,24,41.6,1,0.56,0.41,108,2018,0,35,40,47,53,61,73,80,77,68,56,44,35,1.8,1.8,0.9,1.6,1.2,1.7,2.1,3,2.5,2,1.8,2.7,54,-0.5887601925406731,-0.5865342478357142,2.1292469751294836,55.75,1.925,212
Surprise,Arizona,134085,0.141,107.9,1230,21,44,0,39.9,0.9,0.66,0.4,106,1877,8,41,44,50,56,64,75,83,81,74,60,49,41,3.6,1.5,2.3,5.5,8.4,0.2,8.1,6.2,2.8,0.9,1.4,2.9,74,-0.8866786167807247,0.07756176398923549,2.190599787115444,59.833333333333336,3.65,213
Davie,Florida,105149,0.143,34.9,2919,29,44,16,37.6,1,0.5,0.47,110,2864,0,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,-1.9233067765414467,0.4239993595490525,2.228912433214399,69,4.891666666666667,214
Garden Grove,California,174226,0.0196,18,9714,61,54,39,37.4,1,0.54,0.45,142,2821,16,45,47,50,52,57,60,64,64,62,57,50,44,7.4,5.5,2.6,1.3,2.3,0.1,0.5,0.2,5.2,1.7,2.9,7.6,74,-0.2919740823240987,0.031100297312369917,2.314909143476313,54.333333333333336,3.1083333333333334,215
Oxnard,California,210037,0.0613,26.9,7729,53,51,33,31.4,1,0.5,0.51,133,2976,0,47,47,49,50,53,57,60,60,58,55,50,46,3.1,2.7,1.4,1,0.2,0,0,0,0.1,0.5,0.6,2.1,48,-0.059768807672563797,-0.8635091854709503,2.321243031836164,52.666666666666664,0.975,216
Joliet,Illinois,148462,0.007,64.4,2302,34,42,17,33.4,1,0.53,0.55,96,2134,5,18,19,31,41,50,60,64,62,55,44,33,23,2.5,2.8,4.5,4.9,4.7,5.4,5.7,6.8,5.4,5.7,4.9,3.7,60,0.9248707579336931,0.48642818284819833,2.3234002953134487,41.666666666666664,4.75,217
Plano,Texas,286143,0.1012,71.7,3990,39,48,17,38.5,1,0.62,0.5,111,1884,12,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,-0.9631113800365638,1.2184083627237203,2.4384480100252652,58.916666666666664,6.375,218
Port St. Lucie,Florida,189344,0.1503,118.9,1557,14,34,0,41.1,1,0.57,0.4,101,1226,2,55,51,58,58,67,72,74,74,73,72,62,56,1.7,2.4,5.3,8.9,6.5,10.4,11.4,5.5,5.3,8,6,7.8,29,-1.433564498548427,1.1823638995993484,2.445734448771417,64.33333333333333,6.6,219
Hillsboro,Oregon,106894,0.1668,25,4207,45,71,38,34,1,0.58,0.5,117,2245,0,32,33,38,39,45,48,53,51,44,42,33,33,4.1,3,4.8,2.9,4.8,2.1,1.3,1.2,2.8,3.8,7.5,11.3,38,1.2124504433425727,0.44184819669996556,2.499495029065057,40.916666666666664,4.133333333333333,220
High Point,North Carolina,111513,0.0684,55.2,2015,26,28,0,36.1,0.9,0.51,0.48,96,4376,0,29,30,38,47,56,65,69,68,61,49,37,33,3.1,2.4,3.5,3.7,3.7,4.5,4.1,4.6,4.3,3.7,3.7,3.8,40,0.19580612420418247,0.12536282943809354,2.5469648988883944,48.5,3.7583333333333333,221
Riverside,California,327728,0.0785,81.2,3999,41,45,33,31.4,1,0.48,0.48,122,3567,0,44,45,47,50,55,59,65,65,63,56,49,44,1.6,1.2,0.7,0.5,0.2,0,0.2,0.1,0.2,0.2,0.5,1.9,85,-0.21425452358594954,-1.053459861846306,2.6349272099863987,53.5,0.6083333333333333,222
Vista,California,101568,0.0824,18.7,5436,43,27,34,32.9,1,0.51,0.48,134,1810,13,48,49,51,54,58,61,65,66,64,59,53,48,1.8,2,1.1,0.7,0.4,0,0.1,0.1,0.1,0.5,1,2.7,61,-0.5044834760246417,-0.9181225718729908,2.6588258087974856,56.333333333333336,0.875,223
Ventura,California,110790,0.0409,21.8,5027,82,56,0,38.9,1,0.54,0.43,144,3725,16,56,56,57,58,60,63,65,65,65,64,60,55,3.1,2.7,1.4,1,0.2,0,0,0,0.1,0.5,0.6,2.1,48,-0.8899977713456457,-0.8635091854709503,2.677938495628313,60.333333333333336,0.975,224
El Cajon,California,103894,0.0444,14.5,7156,56,42,38,34.1,1,0.5,0.49,130,2642,0,45,47,50,53,57,61,65,66,64,58,51,46,1.9,2.2,1,0.7,0.4,0,0.2,0,0.2,0.5,0.9,2.5,61,-0.40193975016576755,-0.9182291151976334,2.6899731847352237,55.25,0.875,225
Elgin,Illinois,112456,0.0394,37.4,2998,41,49,29,33.6,1,0.55,0.53,106,1599,0,16,17,30,39,49,59,63,62,54,43,32,21,1.4,1.2,2.2,3.8,4.5,4.4,4.1,3.8,3.4,3.1,1.9,2.1,60,1.0554637836045588,-0.2200710443878975,2.715770464626742,40.416666666666664,2.9916666666666667,226
Richmond,California,110040,0.0611,30.1,3648,56,50,43,35.8,0.9,0.47,0.46,135,4641,0,39,43,45,47,52,56,58,57,56,50,45,40,3.3,3,1.8,1.9,0.6,0,0,0,0,1.4,1.2,2.3,43,0.3181869518013515,-0.7263051206233352,2.8144418706457337,49,1.2916666666666665,227
North Charleston,South Carolina,110861,0.1374,73.7,1483,26,38,0,32.2,1,0.43,0.47,100,6574,0,38,39,45,53,62,70,73,73,68,56,45,42,2.9,3.7,3.1,3.4,3.4,6.6,6.5,8,5.9,5.6,2.9,3.7,36,-0.5378240923562958,0.40398587818388604,2.887435152489878,55.333333333333336,4.641666666666667,228
Virginia Beach,Virginia,450435,0.0284,244.7,1850,33,41,20,35.4,1,0.56,0.46,118,2072,0,33,33,40,49,58,67,72,71,65,54,43,37,3.4,3.4,3.8,4.2,4.3,5.7,5.7,4.7,5.3,6,4.1,4.2,39,-0.17170464338572516,0.4219363410174154,2.9107495542886737,51.833333333333336,4.566666666666666,229
Roseville,California,135329,0.1392,43,3085,36,59,20,38.5,0.9,0.6,0.48,130,2636,16,37,40,43,46,51,57,59,58,55,49,42,37,3.3,2.9,2.6,1.6,0.5,0.3,0,0,0.1,0.9,1.8,3.4,55,0.41945024668154723,-0.6449233480299069,2.9434469800307257,47.833333333333336,1.45,230
Cedar Rapids,Iowa,132228,0.0467,70.8,1852,35,37,0,35.7,1,0.54,0.48,91,4036,0,12,14,28,39,50,60,63,61,53,42,29,17,0.8,1,2.1,4.6,3.9,7,4.8,4.7,4,3.1,2.1,1.9,42,1.183727490611358,-0.12272789651613684,2.9766134264465887,39,3.3333333333333335,231
Grand Prairie,Texas,193837,0.1051,72.3,2637,32,33,0,32.5,1,0.55,0.5,95,2732,0,39,43,51,58,65,74,76,77,70,59,50,41,11,3.5,1.7,2.9,7.5,16.6,10.9,0.9,10.9,23.8,4.1,11,54,-0.91114485662852,1.7367389278242433,2.999645953159293,58.583333333333336,8.733333333333334,232
Fontana,California,211815,0.0803,43,4876,36,39,29,30.2,1,0.51,0.55,122,2101,16,43,47,48,50,55,58,65,65,60,57,50,43,11.6,9.6,2.1,4.1,4.8,0.1,0.2,2.3,2.1,4.3,7.7,3.3,85,-0.19729725053687605,0.5994060994054299,3.042143538257854,53.416666666666664,4.35,233
Murfreesboro,Tennessee,136372,0.2539,55.9,2360,24,37,0,30.3,1,0.49,0.51,99,3728,0,36,32,43,48,56,67,71,73,64,52,41,34,7.2,3.3,6.3,4.8,4.4,3.3,2.2,1.6,4,9.6,6.3,6,45,-0.12239666536564933,0.6516677821830362,3.043562890492956,51.416666666666664,4.916666666666667,234
Bakersfield,California,380874,0.0961,148.8,2529,37,41,27,30.4,1,0.53,0.54,112,4548,0,39,42,46,49,57,64,71,70,64,54,45,38,1.1,1,0.7,0.7,0.3,0,0,0,0.1,0.2,0.5,1.3,79,-0.2673744221430086,-1.1043520878994182,3.1512250323932633,53.25,0.4916666666666667,235
League City,Texas,104903,0.2554,51.2,1992,21,34,0,35.4,1,0.63,0.53,101,1723,11,46,49,56,62,69,75,76,77,73,63,54,49,3.7,2.4,3.2,5,4.7,4.2,5.7,7.4,4.1,5.3,4.1,3.8,52,-1.2904393537458283,0.37142144749981953,3.2119694331265918,62.416666666666664,4.466666666666667,236
Visalia,California,133010,0.0689,37.5,3495,38,47,0,31.7,0.9,0.54,0.53,108,3673,0,38,40,44,48,54,60,65,63,58,50,42,36,4.2,3.7,3.5,4.2,1.1,3,0.5,0.2,2.3,4.6,3.1,5.6,74,0.15293482775155068,-0.055348309024603186,3.364460873311987,49.833333333333336,3,237
Davenport,Iowa,102320,0.0264,62.9,1631,42,41,0,35.1,1,0.52,0.46,92,5821,0,15,16,29,39,49,60,64,62,54,42,31,19,1.5,1.9,2.8,3.9,4.3,6,5.3,4.9,3.4,3.2,2.1,2.6,55,1.0859563855759322,-0.02247397644330352,3.4608649863521617,40,3.4916666666666667,238
Tacoma,Washington,213418,0.0757,49.7,4251,53,47,0,36,1,0.47,0.44,112,6388,0,36,36,41,43,48,51,55,55,51,47,40,37,6.8,2.9,6.1,3.5,3.5,1.9,3.2,0.9,3.3,3.5,6.5,9,17,0.7577261123539838,0.4768264473923261,3.4864968886440395,45,4.258333333333333,239
Glendale,California,203054,0.0591,30.4,6606,69,46,45,41,0.9,0.57,0.37,164,1676,16,45,46,49,52,56,60,65,65,63,57,50,44,3.3,2.5,2,0.6,0.2,0,0,0,0.2,0.5,0.6,2.1,74,-0.3018045075520726,-0.854005104540961,3.575569465746832,54.333333333333336,1,240
Round Rock,Texas,123678,0.2382,35.6,3396,22,33,0,33.2,1,0.56,0.56,100,2303,10,38,43,50,58,65,72,75,74,68,58,49,41,8,3.9,8.5,6.8,10.2,10.1,15.2,11.2,6.6,2.8,5,4.3,41,-0.7873354080107606,1.6264465817197968,3.6022771915456193,57.583333333333336,7.716666666666667,241
Scottsdale,Arizona,249950,0.1498,183.9,1341,32,52,26,46.3,1,0.57,0.33,124,2329,0,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,-1.1876593127639685,-1.1041610650376392,3.6726182615460137,63.5,0.5833333333333334,242
McKinney,Texas,181330,0.383,63,2735,61,0,0,34.6,1,0.64,0.58,101,1492,12,33,38,47,54,62,71,73,74,66,54,45,36,2.9,1.9,3.9,4.2,4.7,3.4,2.7,2.1,2.9,4.6,3.5,3.1,54,-0.4617700723769273,-0.018997315538846076,3.813941105399577,54.416666666666664,3.325,243
Allen,Texas,100685,0.1951,27.1,3715,28,54,0,35.6,1,0.64,0.59,103,1344,12,35,39,48,51,63,70,71,73,67,54,47,34,11.6,2.6,6.5,5.8,8,11,4.1,1.9,4.9,6.8,4.2,5.3,54,-0.4376389020769389,1.0118356615327337,3.9033219055454884,54.333333333333336,6.058333333333334,244
Olathe,Kansas,137472,0.0922,60.9,2225,28,47,10,34.4,1,0.62,0.55,98,1615,0,22,24,37,46,56,66,69,67,59,47,36,25,0.6,1.3,2.4,4.4,5.8,5.7,5.7,4.7,3.6,3.2,2,1.5,58,0.40842390777612536,-0.08286366103364388,3.997081883462765,46.166666666666664,3.408333333333333,245
Lancaster,California,160316,0.0235,94.3,1698,28,40,0,31.8,1,0.47,0.5,110,2824,0,30,34,40,44,53,62,68,65,56,46,36,30,1.6,1.2,0.6,0.3,0.1,0,0.2,0,0.2,0.4,0.4,1,74,0.39746182949428494,-1.1072642907381267,4.003537728351368,47,0.5,246
Vallejo,California,122105,0.0532,30.7,3951,42,33,0,38.3,0.9,0.48,0.4,127,4620,9,36,39,41,42,46,50,53,53,49,45,40,36,3.8,3.4,3,1.6,0.5,0.3,0,0,0.1,1.3,1.8,3.8,43,0.8750522098725815,-0.5579522129710217,4.101200112938989,44.166666666666664,1.6333333333333333,247
Sparks,Nevada,100888,0.1177,35.9,2810,41,48,0,37.5,1,0.55,0.47,107,3175,0,24,28,32,37,45,53,61,58,50,40,30,23,1.4,1.1,0.6,0.5,0.6,0.3,0.3,0.2,0.1,0.8,0.6,1.1,50,1.1824089978212617,-1.0620196942467186,4.250202574448841,40.083333333333336,0.6333333333333333,248
Manchester,New Hampshire,111196,0.0149,33.1,3339,48,39,0,36.6,1,0.47,0.44,115,3299,0,18,18,27,38,48,58,64,61,55,44,33,24,2.5,3,3.6,3.3,3.9,4.6,3.8,4.3,3.9,5.4,3.1,3.6,36,1.0389826762359118,0.1194304082790846,4.534246152162377,40.666666666666664,3.75,249
Sandy Springs,Georgia,106739,0.1373,37.7,2804,27,17,28,35.7,0.9,0.51,0.44,130,2217,11,33,35,43,51,59,67,70,70,64,51,40,38,4.1,4,4.2,4.1,3.8,3.6,3.9,4.7,4.6,3.4,3.5,5.1,52,-0.14392818646085617,0.3156989024327577,4.534442494395018,51.75,4.083333333333333,250
Ontario,California,175841,0.0727,49.9,3471,45,43,26,31.9,1,0.5,0.51,124,2951,0,44,45,48,51,55,60,65,65,64,57,49,43,2.3,2,1.2,0.7,0.4,0,0.1,0,0.2,0.4,0.6,2.6,85,-0.2553245642157817,-0.9192302414920757,4.605506826223826,53.833333333333336,0.875,251
San Francisco,California,884363,0.0983,46.9,18569,86,71,80,38.4,1,0.45,0.35,202,6883,9,44,46,47,49,51,54,56,56,56,54,49,44,3.2,3.4,2.7,1.7,0.3,0.2,0,0,0.1,1,1.7,4.4,43,0.197703290873879,-0.5820403075964812,4.615003880642867,50.5,1.5583333333333333,252
Santa Maria,California,107014,0.0749,22.8,4662,51,51,0,29.4,1,0.53,0.57,121,2634,0,39,41,43,44,47,51,54,55,53,50,44,39,2.7,2.3,1.9,1.1,0.3,0.2,0,0.1,0.1,0.7,1,2.3,56,0.6035734345863955,-0.8333104335270515,4.7150135070579235,46.666666666666664,1.0583333333333333,253
Overland Park,Kansas,191278,0.1033,75.1,2516,35,45,15,38.1,1,0.6,0.47,103,1895,0,23,27,39,45,57,66,69,71,62,50,37,23,4.4,4.9,5.2,4.7,8.9,15.3,9.5,10.9,4.7,8.9,4,3.3,58,0.26249828656778185,1.279962624254277,4.739099167069384,47.416666666666664,7.058333333333334,254
Broken Arrow,Oklahoma,108303,0.0956,61.7,1741,22,32,10,36.8,1,0.63,0.46,99,2306,4,29,33,45,48,60,68,70,72,65,53,41,27,7.9,4.3,4.2,4.5,9,12.1,8.7,10.5,11.8,4.8,2.6,3.8,48,-0.09521448926838914,1.2321222807438414,4.944178077733657,50.916666666666664,7.016666666666667,255
Oakland,California,425195,0.0882,55.9,7514,72,65,56,36.2,1,0.44,0.46,154,7282,1,41,45,47,49,52,54,56,57,55,52,47,42,2.8,3.1,2.9,1.8,0.4,0.3,0,0,0.1,1,1.9,4.1,43,0.26343844985744297,-0.5975426612477566,4.962111239616039,49.75,1.5333333333333332,256
Victorville,California,122441,0.0564,73.3,1668,19,32,22,29.4,1,0.49,0.52,107,3391,0,36,38,42,46,52,63,66,65,59,50,41,35,2.1,2.9,2.3,3.2,1,4.8,1,0.9,1.7,3.5,1,4.3,85,0.1719192712532515,-0.35674805003606863,5.001973977245168,49.416666666666664,2.3916666666666666,257
Huntsville,Alabama,194585,0.0804,213.4,905,23,36,12,37,1,0.51,0.42,99,5635,0,35,38,46,54,62,71,73,72,65,54,44,39,11.1,7.1,6.7,10.2,7.9,4.8,5.6,7.4,33.9,26.5,11,12.3,37,-0.4462675613816431,3.090779706651,5.040501233050564,54.416666666666664,12.041666666666666,258
Clovis,California,109691,0.147,24.2,4404,39,49,0,34.2,1,0.55,0.51,116,2894,2,38,42,46,49,56,62,69,67,62,54,45,38,2,1.7,1.6,1.4,0.3,0.2,0,0,0.1,0.4,0.9,2,80,-0.1464929738480795,-0.9161949041547285,5.07673133453319,52.333333333333336,0.8833333333333333,259
Clarksville,Tennessee,153205,0.1525,98.3,1529,18,24,0,29,1,0.56,0.54,94,3501,0,34,31,41,47,55,64,68,70,62,52,37,31,8.8,6.3,4.7,7.6,5.2,12.3,3.3,9.5,5.3,11.8,5.4,8.4,41,0.11620629062918932,1.536751364654,5.224180140465274,49.333333333333336,7.383333333333334,260
