city,state,pop2017,pop.change,area.sq.mi,pop.density,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,concerts,jan.avg,feb.avg,mar.avg,apr.avg,may.avg,jun.avg,jul.avg,aug.avg,sep.avg,oct.avg,nov.avg,dec.avg,jan.precip,feb.precip,mar.precip,apr.precip,may.precip,jun.precip,jul.precip,aug.precip,sep.precip,oct.precip,nov.precip,dec.precip,air.quality,weather.avg,precip.avg,results,weather.averages,precip.averages,rank.by.score
Rochester,New York,208046,-0.012,35.8,5835,65,53,43,31.3,1,0.31,0.5,88,4701,7,18,17,25,36,47,56,61,59,53,43,33,25,2.1,2.2,2.2,3.1,2.9,3.8,4.5,3.5,3.3,4.4,2.6,3,36,1.197603703544448,-0.1414794271049535,-8.742531271025518,39.416666666666664,3.1333333333333333,23
McAllen,Texas,142696,0.0987,58.4,2435,77,61,0,32.4,1,0.58,0.5,77,2924,0,51,56,62,68,73,77,78,78,75,68,60,54,1,0.8,1,1.5,2.1,1.8,3.3,1.8,4.6,1.6,1.1,1.4,36,-1.7317831666364782,-0.6783497660938077,-8.601354438689338,66.66666666666667,1.8333333333333333,24
Winston-Salem,North Carolina,244605,0.0653,132.5,1828,83,74,25,35,0.9,0.48,0.48,95,4179,0,40,42,51,60,67,76,78,77,71,60,50,44,3.6,2.5,3.5,4.3,4.5,4,4.1,4.8,3.9,3.8,3.6,3.8,41,-1.0394306428506523,0.17784968071247084,-8.43547172481468,59.666666666666664,3.8666666666666667,25
Tampa,Florida,385430,0.1481,113.4,3326,50,55,32,35.1,0.9,0.43,0.45,100,2208,4,51,52,57,64,69,74,76,76,75,68,59,56,2.6,2.8,2.9,2.9,3.3,8.5,8.5,9.7,6.3,2.3,1.6,1.4,43,-1.5100453208623439,0.251294845061086,-8.382922357545104,64.75,4.3999999999999995,26
Tempe,Arizona,185038,0.1442,40,4562,54,71,47,28.5,1.1,0.34,0.39,101,4596,2,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,-1.1876593127639685,-1.1041610650376392,-8.207875855494821,63.5,0.5833333333333334,27
Miami Gardens,Florida,113750,0.0614,18.2,6212,43,44,42,35.7,0.9,0.37,0.38,99,4051,1,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,-1.9233067765414467,0.4239993595490525,-8.179854093693702,69,4.891666666666667,28
Hialeah,Florida,239673,0.0668,21.5,10995,69,51,39,43.5,0.9,0.5,0.38,101,2412,0,61,59,63,64,70,74,77,78,76,76,67,62,1.8,5.2,5.3,6.2,12.5,15.6,9.3,2.1,8.6,9,4.4,1,41,-1.9179533935605124,1.1581795828130135,-7.717155597482703,68.91666666666667,6.75,29
Lexington,Kentucky,321959,0.0884,283.6,1123,85,85,0,34.1,1,0.48,0.46,95,4133,2,34,35,46,57,65,74,76,76,69,57,46,38,4.2,3.4,4.1,5.7,5,5.2,6.1,4.7,3.9,4,3,5.2,42,-0.6769956388191364,0.46203757895183056,-7.641567473515053,56.083333333333336,4.541666666666667,30
El Paso,Texas,683577,0.0531,256.8,2660,41,39,31,32.6,1,0.54,0.47,85,2198,4,32,37,44,51,59,70,72,70,64,53,41,33,0.5,0.4,0.1,0.1,0.5,0.5,2.2,2.4,2.4,0.6,0.2,0.5,51,-0.20785348482003058,-1.047762170341181,-7.628012577304563,52.166666666666664,0.8666666666666667,31
Boston,Massachusetts,685094,0.1093,48.3,13938,81,69,73,31.7,0.9,0.34,0.43,148,2758,7,23,22,29,40,50,59,66,64,58,48,37,28,3.2,3.2,3.8,3.7,3.8,4.7,4.1,3.5,3,5,3.3,4.6,47,0.7183287778647628,0.18196462518791479,-7.590112032099899,43.666666666666664,3.825,32
Providence,Rhode Island,180393,0.0132,18.4,9740,79,59,47,29.4,0.9,0.35,0.53,110,3828,4,22,21,28,39,48,58,65,63,56,46,36,27,4,3.8,5,4.7,3.7,4.8,4,3.6,4.3,5.9,4.4,5.2,45,0.8612644723796432,0.44834292582899965,-7.552377684310791,42.416666666666664,4.45,33
Hartford,Connecticut,123400,-0.011,17.4,7083,71,53,54,30.6,0.9,0.3,0.5,104,5086,3,21,21,29,40,50,60,66,64,57,46,35,27,2.9,3.1,3.5,4.2,3.8,5.1,4.5,4.1,3.5,5.2,3.3,4.2,46,0.7815568391672217,0.2089036246495952,-7.459709998857074,43,3.95,34
Minneapolis,Minnesota,422331,0.1039,54,7660,69,82,58,31.9,1,0.38,0.49,106,5743,6,8,10,24,37,49,60,65,62,54,41,27,13,0.8,1,1.5,3.5,3.9,4.8,3.7,5.3,2.9,3.1,1.3,1.6,44,1.306683721317326,-0.32607117133197083,-7.415947384965978,37.5,2.783333333333333,35
Tucson,Arizona,535677,0.0299,230.8,2299,42,64,34,33.2,1,0.42,0.45,92,6053,5,41,45,47,53,63,71,77,74,71,59,51,40,4.8,1.1,2.2,2.8,1.1,0,8.8,8.1,4.1,1.8,0,1.5,46,-0.7947535214586955,-0.23431164416960062,-7.301013905087011,57.666666666666664,3.025,36
Boise,Idaho,226570,0.1016,82.1,2718,87,97,0,35.8,1,0.52,0.45,96,2724,2,23,28,34,37,45,53,62,60,52,41,32,23,1.3,0.9,1.5,1.2,1.2,0.8,0.2,0.3,0.5,1,1.3,1.9,36,1.0893127018803408,-0.9051387584228461,-7.21198745807096,40.833333333333336,1.0083333333333333,37
Grand Rapids,Michigan,198829,0.0574,44.4,4424,55,49,39,31.1,1,0.43,0.47,88,2785,6,18,17,25,36,47,57,61,60,52,42,32,24,2.5,2,2.5,4.5,3.3,4.8,4.3,3.8,3.2,4.9,2.7,2.5,39,1.210598971146798,-0.03906402823379939,-7.104168634137736,39.25,3.4166666666666665,38
Ann Arbor,Michigan,121477,0.0662,28.1,4298,51,68,45,27.5,1,0.37,0.42,108,1941,0,16,15,26,36,46,54,58,57,50,40,29,22,1.8,1.6,2.4,3.4,3.8,3.7,3.2,2.7,2.4,2.5,2.1,1.9,34,1.4259400417792425,-0.3211594800722633,-6.756238075275305,37.416666666666664,2.625,39
Lansing,Michigan,116986,0.0235,39.1,2967,45,55,33,32,0.9,0.4,0.49,84,4187,1,16,16,25,35,46,56,60,58,51,41,31,22,2.6,1.7,2.4,3.5,3.9,4.5,3.5,4.4,3,3.7,2.6,2.3,34,1.3408731267122471,-0.13291656435033794,-6.750628973829886,38.083333333333336,3.175,40
Austin,Texas,950715,0.2028,312.7,3031,40,51,34,32.4,1,0.44,0.49,107,3604,10,42,46,53,60,66,73,75,76,71,61,52,44,3,1.5,4,2.9,5.9,3.4,3,2.2,4.5,3.9,2.4,2.5,41,-1.0296950493446737,-0.08161637061631831,-6.726757518621836,59.916666666666664,3.2666666666666666,41
Columbus,Ohio,879170,0.1171,218.5,3936,41,47,31,32.1,1,0.42,0.48,89,4458,7,22,22,32,42,52,61,65,64,57,45,34,27,3.2,2.6,4.4,3.8,3.6,4.8,4.8,3.7,3.6,3.9,2.7,3.9,43,0.7241193411165997,0.13798516981791728,-6.72130993509639,43.583333333333336,3.75,42
Richmond,Virginia,227032,0.1117,59.8,3732,51,51,0,33.2,0.9,0.34,0.44,100,2001,5,28,29,37,46,55,65,69,68,61,49,38,33,3.2,2.5,3.7,3.7,4.2,4.5,4.6,5.4,4.7,4.2,3.7,4.3,39,0.22874292638874444,0.23437008863457034,-6.635594439881064,48.166666666666664,4.058333333333334,43
Birmingham,Alabama,210710,-0.0072,146.1,1452,35,24,25,35.7,0.9,0.38,0.4,82,3482,4,35,38,46,53,61,70,72,72,66,54,43,39,5,5.3,5.6,5.9,4.9,4.6,6.2,5,4,3.3,3.6,5.7,50,-0.4050986555129863,0.6893180135252162,-6.586133471745779,54.083333333333336,4.925,44
Inglewood,California,110598,0.0084,9.1,12160,69,50,50,34,0.9,0.41,0.48,129,3199,16,49,51,53,56,59,62,65,66,65,61,55,49,2.2,1.7,1.1,0.6,0.2,0,0,0,0.2,0.4,0.5,2.4,74,-0.6344383596250183,-0.9679370897044448,-6.48364182172304,57.583333333333336,0.775,45
St. Louis,Missouri,308626,-0.0334,62,5023,65,53,45,34.8,0.9,0.37,0.43,89,8124,0,24,26,37,47,56,65,68,66,58,47,36,29,1.8,1.6,3.7,5.3,4.8,4.4,3.9,3.1,4.2,3.1,2.8,3.1,60,0.38908969852202235,0.017807403353505648,-6.4735672844328676,46.583333333333336,3.4833333333333334,46
St. Petersburg,Florida,263255,0.0755,61.8,4223,43,57,34,42.4,0.9,0.47,0.36,98,5011,4,56,57,62,68,73,77,78,79,77,72,63,60,2.4,1.8,2.8,2,2.8,7.3,7.6,8.9,7.1,2.3,1.4,1.3,43,-1.8884745302057053,0.06643826776554461,-6.3600072748088605,68.5,3.975,47
Athens,Georgia,125691,0.0887,116.4,1060,45,32,0,26.7,0.9,0.35,0.42,93,3562,2,32,34,41,49,57,66,69,69,63,50,39,36,4.2,3.9,4.3,4.1,3.4,4,4.5,5,3.8,4.1,3.4,5.9,39,0.0035060868511255145,0.36654096026709504,-6.329544787170438,50.416666666666664,4.216666666666667,48
New Haven,Connecticut,131014,0.0095,18.7,6948,68,66,0,30.7,0.9,0.33,0.51,111,4856,16,23,23,30,40,50,60,66,64,58,47,37,30,2.6,2.8,3.4,4.5,3.8,4.7,3.1,3.7,3.2,4.5,2.9,4.2,49,0.6879248868431409,0.09425374211315594,-6.115382731081928,44,3.6166666666666667,49
Orlando,Florida,280257,0.1761,105.2,2635,42,55,33,33.2,0.9,0.4,0.47,98,6199,3,51,53,57,63,68,73,75,76,74,68,59,55,3,2.1,2.7,2.8,4.2,8.7,8.2,7.1,7.4,3.5,1.3,1.7,36,-1.4557873489735216,0.2196997424841489,-6.050331464104576,64.33333333333333,4.391666666666667,50
Lubbock,Texas,253888,0.1059,124.6,2027,38,43,22,29.3,1,0.48,0.46,88,3002,2,26,29,38,45,54,65,68,66,59,48,35,27,0.8,0.8,1.2,1.2,3.1,2.2,2.6,2.1,3.1,1.7,0.5,0.9,26,0.3896123972199262,-0.7309873833499199,-5.968932048005719,46.666666666666664,1.6833333333333333,51
Brownsville,Texas,183299,0.0473,132.5,1387,39,40,0,30.7,0.9,0.56,0.54,78,3052,0,51,54,60,66,71,75,76,77,73,66,59,53,1.4,1.1,1.5,1.2,2.6,2.2,4.1,1.7,7.1,3.4,1.9,1.7,41,-1.548137321766661,-0.455181040908709,-5.895709260246759,65.08333333333333,2.4916666666666667,52
Allentown,Pennsylvania,121283,0.0275,17.5,6882,66,41,36,32.3,0.9,0.4,0.51,94,3194,1,20,20,28,38,48,58,63,61,54,43,33,26,3.5,3.1,3.4,3.9,3.7,5.5,6.4,5,4.5,5.4,2.8,4.9,47,1.0221882228656014,0.3305307855457008,-5.714663611804912,41,4.341666666666667,53
Tallahassee,Florida,191049,0.0533,100.4,1901,32,43,30,26.5,0.9,0.34,0.44,98,5680,0,39,40,46,53,61,70,72,73,69,57,46,43,4.1,5,4.3,4.9,2.9,7.6,6.5,8.3,3.9,2.7,3.5,5.7,36,-0.5720003910880441,0.6363802699106392,-5.657157946643466,55.75,4.95,54
Provo,Utah,117335,0.0431,41.7,2803,47,62,31,23.6,1,0.48,0.45,99,1858,0,17,24,33,38,45,54,62,60,50,39,30,21,3.9,2.5,2.5,2.5,3.1,3.6,1.9,2.7,4.4,3.2,2,2.2,47,1.2163943155140329,-0.2240667080243294,-5.459706350499575,39.416666666666664,2.875,55
College Station,Texas,113564,0.21,51,2199,33,60,0,22.6,1,0.34,0.5,99,2197,0,42,46,53,60,65,73,75,76,71,61,51,45,3.7,2.5,3.7,2.5,7.1,3.1,1.9,4.5,3.3,3.4,3.1,3.5,52,-1.0179998028400463,0.058521458969833205,-5.391264367869265,59.833333333333336,3.525,56
Paterson,New Jersey,148678,0.017,8.4,17500,81,45,48,33,0.9,0.39,0.51,115,2997,0,24,21,27,39,49,61,65,65,56,49,34,26,5,3.2,8.8,10.1,2.7,6.6,8.4,7.9,2.2,15.6,6.5,8,53,0.7843551099671238,1.4449989827034664,-5.359416187068167,43,7.083333333333333,57
Newark,New Jersey,285154,0.0289,24.1,11691,80,50,65,33,1,0.35,0.53,112,3291,0,24,25,32,43,53,63,69,67,60,49,38,31,3.8,3.3,3.9,4.1,4.5,5.5,4.4,4.8,3.2,5.1,3.3,5,53,0.4304347493205319,0.3346724487180182,-5.277760172778558,46.166666666666664,4.241666666666666,58
Laredo,Texas,260654,0.104,101.1,2544,41,40,0,28.5,1,0.54,0.55,77,2805,0,50,54,61,67,73,78,78,79,75,67,59,51,4.3,1,2.4,0.7,6.8,3.6,5,6.2,6.5,4.5,0.8,4,38,-1.653534525458347,0.029837888188904472,-5.203284278109383,66,3.8166666666666664,59
Corpus Christi,Texas,325605,0.0668,174.6,1866,41,41,29,34.7,1,0.54,0.44,91,4268,3,51,54,62,68,74,78,79,80,76,67,60,53,2.6,1.1,2.6,0.7,1.6,0.9,2.9,1.8,5.5,1,1.1,1.3,39,-1.6970173330663636,-0.6145180559106704,-5.188633125243519,66.83333333333333,1.925,60
Oklahoma City,Oklahoma,643648,0.1097,606.3,1053,33,40,16,34,1,0.53,0.47,86,4540,2,27,31,40,48,57,67,71,70,62,50,39,28,1.3,1.7,2.6,4.3,5.9,5.2,4.4,3.9,3.7,3.3,1.3,1.6,47,0.09525109703368262,-0.1164807782890391,-5.1515862547425915,49.166666666666664,3.2666666666666666,61
Cincinnati,Ohio,301301,0.0147,77.4,3860,50,35,44,32.3,0.9,0.35,0.48,89,5997,0,24,24,34,43,52,61,65,63,56,45,33,28,2.7,2.6,4.1,4.9,3.9,4.5,4.7,2.7,3.3,3.6,2.9,3.7,54,0.6952683020513939,0.10857596089884357,-5.072136979204698,44,3.6333333333333333,62
Mesa,Arizona,496401,0.1306,137.9,3514,37,57,27,36.1,1,0.54,0.43,94,2588,2,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,-1.1876593127639685,-1.1041610650376392,-5.063821700116368,63.5,0.5833333333333334,63
Jackson,Mississippi,166965,-0.0377,111,1524,28,32,19,32.1,0.9,0.38,0.45,83,5132,0,39,41,49,56,63,71,73,73,68,55,46,41,5,5.2,5.7,5.5,4.9,3.6,4.4,4,3.6,3.5,4,5.3,42,-0.6311889705046355,0.567601112567009,-4.882301489914409,56.25,4.558333333333334,64
Memphis,Tennessee,652236,0.0083,317.4,2056,37,38,0,33.5,0.9,0.4,0.45,82,8301,1,32,35,44,52,61,71,73,73,66,53,42,35,4.5,3.7,5.4,5.9,5.8,3.6,4.6,3.9,3.4,3.7,4.2,5.6,44,-0.32764938873710925,0.5217595971291143,-4.8659701695599935,53.083333333333336,4.525,65
Denver,Colorado,704621,0.1741,153.3,4521,61,71,48,34.2,1,0.44,0.48,115,4343,16,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,1.3145319783440919,0.04572756428663851,-4.809519491081669,38.583333333333336,3.7333333333333334,66
Denton,Texas,136268,0.2018,93.4,1433,33,39,0,28.5,0.9,0.42,0.47,91,2563,0,33,37,47,54,61,71,74,74,66,54,45,35,2.2,1.9,3.6,4,4.9,4.4,2.1,2.2,2.6,3.9,2.4,2.3,54,-0.4500460107175465,-0.1419665345473128,-4.648654668473256,54.25,3.041666666666667,67
Indianapolis,Indiana,863002,0.0519,361.5,2366,30,42,23,34,0.9,0.45,0.47,89,5746,3,20,21,32,42,52,62,65,65,57,45,33,25,3.5,2.6,4,5.3,4.8,5.7,4.9,3.3,3.4,3.2,3.3,4.1,59,0.7446057021761664,0.24880018141647253,-4.6051528777004345,43.25,4.008333333333333,68
Kansas City,Missouri,488943,0.0634,315,1528,34,32,29,35.3,0.9,0.46,0.45,90,6268,8,23,26,38,48,57,68,72,70,62,49,38,27,0.7,1.3,2.2,3.9,5,5.6,4.7,5.1,4.3,3.5,1.5,1.2,58,0.1739028588038692,-0.15938917791132134,-4.546818104226213,48.166666666666664,3.25,69
Akron,Ohio,197846,-0.0063,62,3188,45,41,0,36.7,0.9,0.42,0.43,81,4932,0,20,20,29,40,50,59,63,62,55,44,34,26,1.9,1.7,2.6,2.6,3.5,4.7,3.5,3.3,3.1,3.2,2.3,2.6,34,0.923356953945883,-0.22727328044869163,-4.536987813574787,41.833333333333336,2.9166666666666665,70
Savannah,Georgia,146444,0.0745,103.6,1417,43,49,0,31.8,0.9,0.39,0.43,94,3217,0,41,42,49,56,64,71,74,74,69,59,48,45,7.1,6.3,7.9,7.4,7.2,9.3,9.2,11.3,9.3,8.4,4.8,7.5,40,-0.7809105217181787,1.7654536180501532,-4.368871885274612,57.666666666666664,7.9750000000000005,71
Lincoln,Nebraska,284736,0.102,92.1,3044,43,58,24,32.3,1,0.51,0.46,92,2580,1,13,16,28,39,49,61,65,62,53,40,28,16,0.6,0.8,1.3,3.3,5.7,5.4,3.1,4.4,4.6,3.2,1,1.5,34,1.1607011569986259,-0.305653892466129,-4.133159967892647,39.166666666666664,2.908333333333333,72
Springfield,Massachusetts,154758,0.0111,31.9,4830,59,44,40,32.6,0.9,0.38,0.49,102,3846,7,16,16,26,36,46,55,61,58,51,41,30,23,5.4,5.5,6.7,5.7,6.3,7.6,7.3,8.2,7.9,8.1,5.8,6.5,39,1.3229205478523771,1.3005228896147945,-4.015016437935358,38.25,6.75,73
Atlanta,Georgia,486290,0.1578,133.5,3539,49,41,46,33.5,1,0.34,0.43,105,5712,11,36,35,43,47,55,66,70,72,65,54,40,35,6.4,5.5,8.9,5.5,7.3,6.1,12.8,6.1,1.4,3.9,5.3,4.9,52,-0.11577184178214898,1.1834106629738461,-4.010829915418029,51.5,6.175,74
Madison,Wisconsin,255214,0.0944,77,3280,49,63,38,30.8,1,0.42,0.45,108,3037,6,14,18,30,38,50,59,66,61,51,40,33,20,2.9,1.6,2.6,5.8,5.4,6.3,3.9,5.2,2.8,8.9,2.9,3.2,42,1.0942355682957456,0.25489730678447037,-3.918989882490567,40,4.291666666666667,75
Wichita Falls,Texas,104747,0.0019,72.2,1450,30,39,0,32.8,1.1,0.49,0.48,78,3468,12,32,37,44,53,61,71,73,73,68,56,44,35,2.1,1.1,0.9,0.6,5.6,3.4,4.4,3.7,7.4,2.6,1.4,1.9,26,-0.416957548182713,-0.3203611544738925,-3.8720091145105524,53.916666666666664,2.925,76
Las Vegas,Nevada,641676,0.0992,134.4,4709,41,44,34,37.4,1,0.48,0.45,100,3562,6,38,43,49,55,64,71,79,77,68,57,48,37,6.1,3.9,1,0.6,0.2,0.5,1.7,2.7,3.4,8.6,1.8,2.9,54,-0.7441597552075089,-0.2669603258458355,-3.866397710870032,57.166666666666664,2.783333333333333,77
Pasadena,Texas,153520,0.03,43.5,3525,44,44,0,31.2,1,0.53,0.53,87,2912,11,46,50,57,63,68,75,77,77,73,64,55,49,3.8,2.3,4,4.9,7.1,3.9,4,8,4.6,4,3.6,4,52,-1.3346844034397212,0.410382208806357,-3.8569597745242175,62.833333333333336,4.516666666666667,78
Tuscaloosa,Alabama,100287,0.1085,71.7,1399,33,32,0,28.6,0.9,0.38,0.43,92,4596,0,36,38,46,52,60,69,71,71,65,52,43,39,5.8,6.2,6.3,6.7,3.8,5.1,4.5,4.8,4,3.5,4.4,6.1,30,-0.327169588328853,0.8054666040237822,-3.689276623129671,53.5,5.1,79
Washington,District of Columbia,693972,0.1533,61.1,11148,53,99,67,33.8,0.9,0.34,0.43,152,5105,0,28,29,37,47,56,67,72,70,63,52,40,33,2.7,2.3,3.2,3.4,4.6,5.3,4.2,3.2,3.5,5,2.5,3.8,49,0.05907289835486092,0.060448011988052705,-3.6012924634259336,49.5,3.6416666666666666,80
Saint Paul,Minnesota,306621,0.0756,52,5815,84,59,0,31.4,1,0.43,0.53,101,4216,0,17,20,34,48,59,70,75,72,64,50,37,21,0.5,0.7,1.6,3.9,4.5,5.7,4.4,5.8,3.4,3.2,1.4,1.2,44,0.20405796477579435,-0.25825375181785326,-3.5796851396672054,47.25,3.025,81
Macon,Georgia,152663,0.6712,249.3,612,31,28,0,35.8,0.9,0.47,0.43,84,5212,0,47,49,57,64,72,79,81,80,75,64,54,50,4.1,4.5,3.4,4.5,2.5,4.7,5.2,4.7,3.6,2.3,3.2,6.4,41,-1.3902615410508912,0.33763290696243436,-3.5576769936130033,64.33333333333333,4.091666666666667,82
Baton Rouge,Louisiana,225374,-0.0179,85.9,2651,41,43,0,31.3,0.9,0.39,0.41,95,6621,1,44,45,51,58,66,72,74,74,70,58,49,45,5.2,5,3.1,3.2,5.7,3,5.2,7.9,6.9,5.6,2.7,9.3,46,-0.8974004136972341,0.7290901486541072,-3.5179428936729646,58.833333333333336,5.233333333333333,83
Cambridge,Massachusetts,113630,0.0805,6.4,17289,87,96,72,30.5,1,0.35,0.41,175,2098,7,23,22,29,40,50,59,66,64,58,48,37,28,3.2,3.2,3.8,3.7,3.8,4.7,4.1,3.5,3,5,3.3,4.6,47,0.7183287778647628,0.18196462518791479,-3.511593790847905,43.666666666666664,3.825,84
Glendale,Arizona,246709,0.0882,59.1,4161,40,53,34,33.9,1,0.48,0.47,93,5019,8,41,44,50,56,64,75,83,81,74,60,49,41,3.6,1.5,2.3,5.5,8.4,0.2,8.1,6.2,2.8,0.9,1.4,2.9,74,-0.8866786167807247,0.07756176398923549,-3.432383810935944,59.833333333333336,3.65,85
Dayton,Ohio,140371,-0.0082,55.7,2522,46,44,0,33.3,0.9,0.36,0.46,83,5219,1,21,22,33,42,52,61,64,63,56,44,33,27,4.7,4.9,6.6,6.8,6.8,7.3,8.6,6.8,6.6,6.5,6.1,6.1,48,0.7759311308837633,1.2171100356119686,-3.3120671711762064,43.166666666666664,6.483333333333333,86
Portland,Oregon,647805,0.1097,133.5,4793,65,81,51,36.8,1,0.46,0.45,123,6193,12,34,36,39,42,48,53,57,58,53,47,40,34,4.9,3.4,4.8,3,2.8,1.7,0.5,0.5,1.8,3.7,6.2,6.2,38,0.7147899216868031,0.10118494321150837,-3.1881240109075626,45.083333333333336,3.2916666666666665,87
Bridgeport,Connecticut,146579,0.0163,16.1,9064,68,50,0,33.2,0.9,0.39,0.49,108,3238,0,23,23,30,41,50,60,67,66,59,48,38,29,3.3,3.6,4,4.3,3.9,4.9,3.5,4.2,3.8,4.7,3,5.4,47,0.620883823983888,0.2826671565907771,-3.147331304271486,44.5,4.05,88
Waco,Texas,136436,0.0932,89,1510,34,38,0,28.5,1,0.45,0.48,85,4102,0,35,39,47,54,62,71,74,74,67,55,46,37,2.9,2.1,4.2,3.7,5.5,3.7,2.2,2.3,3.5,4.5,2.3,1.9,39,-0.5304711954998934,-0.072258032547361,-3.110339201937603,55.083333333333336,3.2333333333333334,89
Charlotte,North Carolina,859035,0.1745,305.4,2757,26,30,27,33.8,0.9,0.48,0.5,99,4479,5,30,32,39,47,56,65,68,68,62,48,37,34,3.5,2.9,4.2,3.9,3.8,4.2,3.6,4.2,3.8,3,3.5,4.7,42,0.17200408293212774,0.178434626473326,-3.040067487743308,48.833333333333336,3.775,90
Warren,Michigan,135022,0.0072,34.4,3928,43,43,0,39.2,0.9,0.52,0.44,87,2647,6,20,20,29,39,50,61,65,64,57,46,34,26,1.7,1.6,2.3,3,3.7,3.2,3.8,4.4,3.5,1.9,2.3,2.1,52,0.8218716947804632,-0.27098893008576996,-3.023129913825319,42.583333333333336,2.7916666666666665,91
Toledo,Ohio,276491,-0.0373,80.7,3451,46,45,0,35.3,0.9,0.43,0.47,87,4960,1,22,16,28,38,49,61,63,64,56,48,33,22,3.8,1.6,3.5,6.2,2.5,4.9,7.4,8.9,4.4,2.8,4.5,4.2,36,0.9167700998577745,0.40731731912088026,-2.997263008790021,41.666666666666664,4.558333333333334,92
Norwalk,California,106084,0.0051,9.7,10946,58,50,43,34.9,1,0.51,0.42,131,2252,16,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,74,-0.488074400719454,-0.9595446566355559,-2.935249622102848,56,0.7999999999999999,93
Lakeland,Florida,108054,0.1091,65.9,1615,36,46,0,40.3,0.9,0.51,0.37,92,4010,0,51,53,57,63,67,73,74,75,73,66,58,56,2.8,2,2.6,1.9,3.6,10.9,10.6,9.7,8.9,3.6,1.8,1.2,36,-1.389949487245162,0.37282725923854476,-2.821205443886844,63.833333333333336,4.966666666666667,94
Hollywood,Florida,153627,0.0913,27.3,5568,55,54,34,42.6,1,0.49,0.41,105,3318,0,61,61,64,69,74,77,78,79,77,75,68,66,1.4,3.3,3.3,2.8,3.9,9.1,7.5,6.4,7,6,2.1,3.5,41,-2.0993154973023254,0.37449499512029344,-2.680732839059958,70.75,4.691666666666666,95
Tyler,Texas,104991,0.0835,56.6,1852,35,34,0,33.1,0.9,0.51,0.44,91,3582,0,38,42,49,56,64,72,75,75,68,57,48,41,3.6,2.8,4.3,3.8,4.4,3.9,2.8,3.5,3.1,4.4,3.4,4,35,-0.7373555571190633,0.1319450659954868,-2.5909061195116427,57.083333333333336,3.6666666666666665,96
Springfield,Missouri,167376,0.0494,82.3,2033,38,49,0,32.8,0.9,0.45,0.42,85,10192,8,23,25,36,45,54,64,68,66,58,46,35,26,2.4,2.1,3.8,5.2,5.9,4.7,4.3,4,5.4,4,3.2,3,39,0.5006469497371498,0.20002169932740127,-2.5639478827176,45.5,4,97
Newport News,Virginia,179388,-0.0074,69.1,2631,35,40,26,32.9,0.9,0.47,0.45,100,3541,0,32,32,40,49,58,67,71,70,64,53,41,36,2.8,2.6,3,3.5,3.9,4.5,5.3,5.4,5.3,6,3.5,3.6,39,-0.08952020565130309,0.21532313221117114,-2.5198908546472514,51.083333333333336,4.116666666666666,98
Clearwater,Florida,115513,0.0727,25.9,4415,43,56,29,43.8,1,0.52,0.36,99,3669,1,52,54,59,65,70,75,76,77,76,69,60,58,2.9,2.4,2.5,2.3,2.7,9.4,9.2,9.7,6.4,2,1.1,1.3,43,-1.631755183599441,0.19253765895228497,-2.4341283961413946,65.91666666666667,4.325,99
Knoxville,Tennessee,187347,0.0474,98.5,1891,31,25,0,33,0.9,0.42,0.42,81,6338,1,29,31,39,47,56,65,68,67,61,48,37,32,4.8,3.6,4.5,5.5,3.6,3.8,5.6,4,4.4,3.4,4.1,6.2,46,0.22232871177712396,0.47195919901905153,-2.3974468131861153,48.333333333333336,4.458333333333333,100
Charleston,South Carolina,134875,0.1232,109,1233,40,48,23,34,0.9,0.46,0.38,115,2581,0,38,39,45,53,62,70,73,73,68,56,45,42,2.9,3.7,3.1,3.4,3.4,6.6,6.5,8,5.9,5.6,2.9,3.7,36,-0.5378240923562958,0.40398587818388604,-2.289798882624058,55.333333333333336,4.641666666666667,101
Albuquerque,New Mexico,558545,0.0233,188.2,2972,43,60,30,36,1,0.48,0.46,95,8735,6,25,29,35,42,50,62,66,64,58,46,34,26,0.4,0.4,0.3,0.5,0.5,0.5,1.9,1.5,1.5,0.9,0.3,0.8,51,0.6171509308932411,-1.0562664459199753,-2.233940565067358,44.75,0.7916666666666666,102
Sacramento,California,501901,0.0759,97.9,5059,47,66,34,34.2,1,0.47,0.48,116,3612,7,38,41,44,47,52,57,59,58,56,50,43,38,3.3,3.1,2.9,1.8,0.5,0.3,0,0,0.1,1.2,1.6,3.8,55,0.3423836569493899,-0.597085600806113,-2.083107830981462,48.583333333333336,1.55,103
