city,state,pop2017,area.sq.mi,pop.density,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,concerts,weather.avg,precip.avg,air.quality,results,rank.by.size,rank.by.score
Gainesville,Florida,0.2858331702502875,0.23317302564675346,0.6268714254818913,0.6847065076273398,-1.395016894047767,1.1370589615702857,-2.3835070294089764,-1.2995610791494325,-2.582583722413307,-1.7107532740485574,-3.1685277465684782,0.35927158119885233,0.7449094665141097,-0.7569393224695923,0.2694741473840342,-0.7802324192113521,-9.735823201643909,208,13
Dallas,Texas,-1.7339059331412012,-1.8108767459973032,0.09917266516483066,-0.06115592274780083,0.04467201933818134,-0.8718905458767182,-0.52314878405223,0.5209952074067536,-0.4118174043848241,0.4251908684770323,-3.1685277465684782,0.1418164372623325,-1.4562006910715257,-0.9193767852972444,0.0544051921992281,0.11312275783446499,-9.557525411454503,9,14
Augusta,Georgia,0.17736809473498152,-1.5291412426551219,1.0661189682771641,-1.4285703784355586,-0.027312426331116076,1.1370589615702857,-0.24956668914682617,-1.2995610791494325,-0.7948938134486743,-1.3223997935893588,-4.727724153503283,-0.3120295513467524,0.7449094665141097,-0.6566500854657525,0.11991573627607868,-0.39736591476314476,-9.499843900462402,122,15
Syracuse,New York,0.26720846182615954,0.5068379807161121,-0.46312436050939193,-0.9934839607167266,0.04467201933818134,-1.0727854966214188,-1.0429547643724968,-1.2995610791494325,-1.9441230406402232,-0.15733935221176437,-4.727724153503283,0.21022929153449607,0.7449094665141097,1.2672603527374524,0.1322800916073576,-0.8227731419278196,-9.350471685378688,184,16
Milwaukee,Wisconsin,-0.48793014908500576,-0.015546598397516216,-0.5988097316057399,-1.0556391632479882,-0.531203546016198,-1.3239041850522941,-0.9335219264103357,-1.2995610791494325,-1.6887387679309906,1.0077210891658301,-4.337925051769582,1.0146911582884193,0.37805777358317044,1.1193175693075368,-0.1631395375945361,-0.26974374661374234,-9.185875892528404,31,17
Nashville,Tennessee,-0.6085788949895412,-2.80135312493466,0.844690069991328,-2.858140036654578,-1.0350946657012798,1.1370589615702857,-0.11277564169412425,-1.2995610791494325,-0.4118174043848241,-0.35151609244136367,-2.583829093967926,0.7502021770397869,0.011206080652231191,0.13125580831998546,0.42281640401878867,-0.26974374661374234,-9.035180278939066,24,18
Miami,Florida,-0.2673743034925962,0.426132497987883,-2.5281895206099074,-2.1122776062794375,-1.1790635570398746,-1.725694086541695,1.4466422992666783,0.5209952074067536,-1.0502780861579077,-1.516576533818958,-0.4399340344325685,0.6152089556634642,0.56148362004864,-2.0061206733392982,0.6844556832820755,-0.43990663747961223,-9.01049677553636,43,19
San Antonio,Texas,-2.0194018112374756,-2.692033880148241,0.2881092794630713,0.4360856975022929,0.332609802015371,-0.6709955951320179,-0.3589995271089873,0.5209952074067536,-0.028740995320974655,0.0368373880178338,-4.9226237043701335,1.1142562944166572,0.7449094665141097,-1.068199804810896,-0.4153137421744643,-0.26974374661374234,-8.972249671580842,7,20
Pittsburgh,Pennsylvania,0.0015285917957465309,0.2837973739035517,-0.3867073222422691,-1.0556391632479882,-0.31525020900830575,-1.5750228734831697,-0.41371594609006884,0.5209952074067536,-1.3056623588671403,-1.516576533818958,-3.9481259500358807,0.026369745678056528,-0.17221976581323842,0.7287515971244838,0.0823936008357704,0.19820420326739993,-8.846879802595257,65,21
Cleveland,Ohio,-0.1373472057100101,0.1201853498272327,-0.23146640985709047,-0.9313287581854649,-0.24326576333900832,-1.223456709679944,0.3796721291356019,-1.2995610791494325,-1.9441230406402232,0.0368373880178338,-4.532824602636433,1.6768298549940022,-1.4562006910715257,0.3562496232846989,0.4698575963090727,0.15566348055093246,-8.804278838149758,51,22
Rochester,New York,0.15918949711638347,0.4275998704011235,-0.4932098086460544,-1.2421047708417734,-0.45921910034690056,-1.0225617589352436,-0.8514472979387144,0.5209952074067536,-2.3271994497040733,0.6193676087066315,-4.532824602636433,0.5944407677594146,-0.5390714587441777,1.197603703544448,-0.1414794271049535,-0.6526102510619497,-8.742531271025518,110,23
McAllen,Texas,0.26837804071706195,0.2617867877049438,0.5296954280004713,-1.987967201216914,-1.0350946657012798,1.1370589615702857,-0.5505069935427708,0.5209952074067536,1.1204882318705744,0.6193676087066315,-6.67671966217179,-0.4910024647551803,0.7449094665141097,-1.7317831666364782,-0.6783497660938077,-0.6526102510619497,-8.601354438689338,185,24
Winston-Salem,North Carolina,0.09810573329852264,-0.2818746914006722,0.7123140981900129,-2.3608984164044844,-1.9708924594021464,-0.11853448058409172,0.16080645321127957,-1.2995610791494325,-0.15643313167559136,0.23101412824743306,-3.1685277465684782,0.27558800052665233,0.7449094665141097,-1.0394306428506523,0.17784968071247084,-0.43990663747961223,-8.43547172481468,89,25
Tampa,Florida,-0.13718847714624477,-0.1417406259362017,0.2616340851028083,-0.3097767328728477,-0.6031879916854954,-0.4701006443873174,0.18816466270182033,-1.2995610791494325,-0.7948938134486743,-0.35151609244136367,-2.1940299922342246,-0.9283560688522258,0.011206080652231191,-1.5100453208623439,0.251294845061086,-0.3548251920466773,-8.382922357545104,52,26
Tempe,Arizona,0.1976318844333599,0.39678504972307244,-0.11022205386634051,-0.5583975429978946,-1.754939122394254,-1.223456709679944,-1.6174771636738454,2.341551493962942,-1.9441230406402232,-1.516576533818958,-1.9991304413673738,0.5303037168792613,0.37805777358317044,-1.1876593127639685,-1.1041610650376392,0.9639372121638146,-8.207875855494821,133,27
Miami Gardens,Florida,0.31674179868286517,0.5567286427662901,-0.6066319481212722,0.12530968484598431,0.18864091067677619,-0.9723380212490684,0.35231391964506303,-1.2995610791494325,-1.5610466315763738,-1.7107532740485574,-2.3889295431010753,0.1974018813584654,0.56148362004864,-1.9233067765414467,0.4239993595490525,-0.43990663747961223,-8.179854093693702,251,28
Hialeah,Florida,0.10634625199842389,0.5325169979478214,-2.0456189324978404,-1.4907255809668203,-0.31525020900830575,-0.8216668081905432,2.486254259907212,-1.2995610791494325,0.09895114103364207,-1.7107532740485574,-1.9991304413673738,-0.8037469414279279,0.7449094665141097,-1.9179533935605124,1.1581795828130135,-0.43990663747961223,-7.717155597482703,94,29
Lexington,Kentucky,-0.031139417454145835,-1.390474549603892,0.9244165075534837,-2.485208821467008,-2.762721361764418,1.1370589615702857,-0.08541743220358348,0.5209952074067536,-0.15643313167559136,-0.15733935221176437,-3.1685277465684782,0.24748986395058514,0.37805777358317044,-0.6769956388191364,0.46203757895183056,-0.39736591476314476,-7.641567473515053,60,30
